ID_Aluno,Idade,Tipo_escola,Escolaridade,Estado,Municipio,Trabalhando,Estudando,Concluiu_EAD,Aprender_EAD,Recursos,Disponibilidade_Tutoria,Disponibilidade_3_Meses,Pessoas_Casa,Renda_Familiar,Conheceu_PROA,Horario_Estudando,Data_Inscrição,Dias_Espera_Aprovacao,Dias_Espera_Inicio
1040,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Facebook,Noite,28/09/2022,0.0,110
1043,19,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Outros,Já concluí,28/09/2022,0.0,110
1050,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Site de notícias,Manhã,28/09/2022,0.0,110
1060,21,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Indicação de familiar,Já concluí,28/09/2022,0.0,110
1061,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Programa de televisão,Já concluí,28/09/2022,2.0,110
1071,21,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Programa de televisão,Já concluí,28/09/2022,0.0,110
1074,22,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Programa de televisão,Já concluí,28/09/2022,0.0,110
1080,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de familiar,Manhã,28/09/2022,0.0,110
1085,21,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Instagram,Já concluí,28/09/2022,0.0,110
1090,18,public,Cursando o 3º ano do Ensino Médio,RJ,Nova Iguaçu,Não,Sim,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Outros,Manhã,28/09/2022,0.0,110
1092,22,public,Cursando o 3º ano do Ensino Médio,SP,Santa Isabel,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,7,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Instagram,Já concluí,28/09/2022,0.0,110
1093,24,public,Cursando o Ensino Superior,SP,São Paulo,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),"No metrô, elevador ou ponto de ônibus",Já concluí,28/09/2022,75.0,110
1096,19,public,Cursando o 3º ano do Ensino Médio,RS,Porto Alegre,Sim,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Outros,Já concluí,28/09/2022,0.0,110
1102,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Outros,Manhã,28/09/2022,0.0,110
1103,19,public,Cursando o 3º ano do Ensino Médio,SP,Paulínia,Sim,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Programa de televisão,Já concluí,28/09/2022,0.0,110
1106,21,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Programa de televisão,Já concluí,28/09/2022,0.0,110
1111,22,public,Ensino Médio concluído e não estudando,RJ,Rio de Janeiro,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,8,Até 1 salário mínimo (até R$1.100),Instagram,Já concluí,29/09/2022,0.0,109
1115,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Programa de televisão,Manhã,29/09/2022,0.0,109
1123,18,public,Cursando o 3º ano do Ensino Médio,SP,Itanhaém,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Centro Paula Souza - Novotec,Já concluí,29/09/2022,71.0,109
1133,19,public,Cursando o 3º ano do Ensino Médio,RS,,Não,Não,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Não,Sim,2,Até 1 salário mínimo (até R$1.100),Google,Já concluí,29/09/2022,7.0,109
1135,21,public,Cursando o 3º ano do Ensino Médio,RJ,Macaé,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Indicação de familiar,Já concluí,29/09/2022,0.0,109
1140,21,public,Cursando o 3º ano do Ensino Médio,RJ,Magé,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Tablet próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Outros,Já concluí,29/09/2022,0.0,109
1141,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de familiar,Já concluí,29/09/2022,0.0,109
1142,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Google,Manhã,29/09/2022,61.0,109
1152,20,public,Cursando o 3º ano do Ensino Médio,RJ,Niterói,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Outros,Já concluí,29/09/2022,0.0,109
1165,22,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,1,Até 1 salário mínimo (até R$1.100),Instagram,Já concluí,29/09/2022,0.0,109
1166,18,public,Cursando o 3º ano do Ensino Médio,RS,Cachoeira do Sul,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Facebook,Manhã,29/09/2022,0.0,109
1174,18,public,Cursando o 3º ano do Ensino Médio,RJ,Macaé,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Indicação de familiar,Manhã,29/09/2022,0.0,109
1180,18,public,Cursando o 3º ano do Ensino Médio,SP,Osasco,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 4 e 5 salários mínimos (R$4.400 – R$5.500),Outros,Manhã,29/09/2022,0.0,109
1182,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,8,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Outros,Já concluí,29/09/2022,1.0,109
1184,18,public,Cursando o 3º ano do Ensino Médio,SP,Itapecerica da Serra,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de ex-aluno do PROA ou atual,Tarde,29/09/2022,1.0,109
1185,22,public,Cursando o 3º ano do Ensino Médio,RJ,São João de Meriti,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Já concluí,29/09/2022,0.0,109
1190,19,public,Cursando o 3º ano do Ensino Médio,RJ,São João de Meriti,Não,Não,Nunca realizei um curso a distância,Eu prefiro cursos presenciais,Celular próprio,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Outros,Já concluí,29/09/2022,0.0,109
1193,18,public,Ensino Médio concluído e não estudando,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Divulgação na escola,Tarde,29/09/2022,0.0,109
1195,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Instagram,Manhã,29/09/2022,0.0,109
1200,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Celular compartilhado com outro familiar/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Programa de televisão,Manhã,29/09/2022,0.0,109
1212,21,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Outros,Já concluí,30/09/2022,0.0,108
1216,22,public,Cursando o 3º ano do Ensino Médio,SP,Taboão da Serra,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Instagram,Já concluí,30/09/2022,0.0,108
1220,19,public,Cursando o 3º ano do Ensino Médio,SP,Osasco,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Facebook,Já concluí,30/09/2022,0.0,108
1221,21,public,Cursando o 3º ano do Ensino Médio,SP,Itaquaquecetuba,Sim,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador,Sim,Sim,2,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Indicação de ex-aluno do PROA ou atual,Já concluí,30/09/2022,0.0,108
1222,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,SIm e fiz totalmente pelo celular,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Indicação de familiar,Manhã,30/09/2022,1.0,108
1223,22,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Eu prefiro cursos presenciais,Celular próprio/Internet 4G,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Instagram,Já concluí,30/09/2022,0.0,108
1232,17,scholarship,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de ex-aluno do PROA ou atual,Noite,30/09/2022,2.0,108
1235,21,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Google,Já concluí,30/09/2022,0.0,108
1243,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Programa de televisão,Noite,30/09/2022,4.0,108
1245,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 4 e 5 salários mínimos (R$4.400 – R$5.500),Indicação de familiar,Manhã,30/09/2022,8.0,108
1250,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Programa de televisão,Noite,30/09/2022,0.0,108
1254,17,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Google,Manhã,30/09/2022,0.0,108
1255,19,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Eu prefiro cursos presenciais,Celular próprio,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Indicação de familiar,Manhã,30/09/2022,0.0,108
1256,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de familiar,Manhã,30/09/2022,0.0,108
1261,19,public,Cursando o 3º ano do Ensino Médio,RJ,Bom Jardim,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Outros,Manhã,30/09/2022,0.0,108
1263,22,public,Cursando o Ensino Superior,SP,São Paulo,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Site de notícias,Já concluí,30/09/2022,5.0,108
1265,21,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Já concluí,30/09/2022,5.0,108
1281,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Nunca realizei um curso a distância,Eu prefiro cursos presenciais,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,7,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Programa de televisão,Já concluí,01/10/2022,9.0,107
1282,20,public,Ensino Médio concluído e não estudando,RJ,Duque de Caxias,Não,Não,Ainda não concluí um curso a distância,Eu prefiro cursos presenciais,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Instagram,Já concluí,01/10/2022,0.0,107
1283,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Indicação de familiar,Noite,01/10/2022,2.0,107
1286,19,public,Cursando o 3º ano do Ensino Médio,RJ,Japeri,Não,Sim,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Celular compartilhado com outro familiar,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Divulgação na escola,Integral,01/10/2022,9.0,107
1291,19,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Sim,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de ex-aluno do PROA ou atual,Já concluí,01/10/2022,0.0,107
1314,17,public,Ensino Médio concluído e não estudando,RJ,Duque de Caxias,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Não,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Programa de televisão,Manhã,01/10/2022,0.0,107
1315,17,public,Cursando o 3º ano do Ensino Médio,SP,Francisco Morato,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Divulgação na escola,Integral,01/10/2022,0.0,107
1316,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Entre 4 e 5 salários mínimos (R$4.400 – R$5.500),Programa de televisão,Já concluí,01/10/2022,0.0,107
1321,18,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Divulgação na escola,Integral,02/10/2022,0.0,106
1323,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Indicação de familiar,Manhã,02/10/2022,3.0,106
1330,21,public,Cursando o 3º ano do Ensino Médio,SP,Cotia,Sim,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Instagram,Já concluí,02/10/2022,4.0,106
1335,18,public,Cursando o 3º ano do Ensino Médio,SP,Guarulhos,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Indicação de ex-aluno do PROA ou atual,Noite,02/10/2022,35.0,106
1340,20,public,Cursando o 3º ano do Ensino Médio,SP,Diadema,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Outros,Já concluí,02/10/2022,1.0,106
1341,21,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Instagram,Já concluí,02/10/2022,0.0,106
1343,22,public,Cursando o 3º ano do Ensino Médio,RS,Alvorada,Sim,Não,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Instagram,Já concluí,02/10/2022,7.0,106
1355,19,public,Cursando o 3º ano do Ensino Médio,RJ,Araruama,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Instagram,Já concluí,03/10/2022,0.0,105
1362,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Facebook,Noite,03/10/2022,0.0,105
1365,17,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Instagram,Manhã,03/10/2022,0.0,105
1366,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Ainda não concluí um curso a distância,Não sei dizer,Computador/Celular próprio/Tablet próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Programa de televisão,Manhã,03/10/2022,0.0,105
1370,18,public,Cursando o 3º ano do Ensino Médio,RJ,Magé,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Instagram,Já concluí,03/10/2022,6.0,105
1371,21,public,Cursando o Ensino Superior,RJ,São Gonçalo,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Outros,Já concluí,03/10/2022,0.0,105
1372,18,public,Cursando o 3º ano do Ensino Médio,SP,Taboão da Serra,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,5,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Programa de televisão,Noite,03/10/2022,0.0,105
1374,20,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Nunca realizei um curso a distância,Eu prefiro cursos presenciais,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Indicação de familiar,Já concluí,03/10/2022,75.0,105
1375,18,public,Cursando o 3º ano do Ensino Médio,SP,Carapicuíba,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Manhã,03/10/2022,0.0,105
1385,18,public,Cursando o 3º ano do Ensino Médio,SP,Diadema,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Entre 4 e 5 salários mínimos (R$4.400 – R$5.500),Outros,Integral,03/10/2022,0.0,105
1392,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Instagram,Noite,03/10/2022,0.0,105
1393,20,public,Cursando o 3º ano do Ensino Médio,RJ,Campos dos Goytacazes,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Já concluí,03/10/2022,0.0,105
1396,17,public,Cursando o 3º ano do Ensino Médio,SP,Piracicaba,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Tarde,03/10/2022,4.0,105
1401,18,public,Cursando o 3º ano do Ensino Médio,SP,Diadema,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,5,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Outros,Já concluí,04/10/2022,0.0,104
1404,18,public,Cursando o 3º ano do Ensino Médio,SP,Santo André,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Indicação de ex-aluno do PROA ou atual,Já concluí,04/10/2022,10.0,104
1411,20,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Sim,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Já concluí,04/10/2022,0.0,104
1421,20,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Instagram,Já concluí,04/10/2022,0.0,104
